fid,username,display_name,verified,pfp_url,follower_count,following_count,location_place_id,bio_text,farcaster_address,external_address,registered_at
3854,darrylyeo,Darryl Yeo 🛠️ ETHDenver,True,https://lh3.googleusercontent.com/aDoZOILQ0sqiFJOXVsdV2AmuU2cSQibSOa6-EehpX-O6vvY9S0cdNwlVO5H60WXTwNJx978c5vFogC7D1iEF3PM8pStespChorpp,137,203,ChIJIQBpAG2ahYAR_6128GcTUEo,frontend dev・UI/UX abstractionist・DeFi/web3 builder・dYdX・blockhead.info・darryl__yeo.twitter,,,
3851,mattegoat,Mattegoat,False,https://pbs.twimg.com/profile_images/1552218685275865089/LVKeExLQ_400x400.jpg,60,104,,"Optimist, lifetime learner and CEO of Astraly
StarkPilled",,,
3846,0xdapper,0xdapper,True,https://lh3.googleusercontent.com/rieYGPdoX70WdKGg_gzqGTe6shv8MOXBzUqOTqu44BxsPTdKo9wWiOOKEhEzlTGTAgcd8ZzkVS6zs0tRJsO6SORmkSdJIWaFAN6K,45,2,,,,,
3843,daodaoism,benmillam,False,https://explorer.farcaster.xyz/avatar.png,47,2,,"Data, learning, product, music.",,,
3840,t3chnician,Vaibhav Sharma,True,https://lh3.googleusercontent.com/8M__ro-XlOJ7uRJAc3l5H_MxooweXS5KXSDy4eNJDNdqIGDE18ujHUrl9IjrOgvg8_tD0WmcT3DVk8tDHr51qfbvyh4Tm17l1pPfZ2M,46,4,,Founder @Cope.Studio (Moonshots @Polygon) and @Dehidden,,,
3832,harryswales,Harry Swales,False,https://i.imgur.com/Dx2p99p.jpg,55,52,,Leading Growth at States DAO,,,
3827,sqx,Drew Berdelle,True,https://lh3.googleusercontent.com/yu0I5H-Iw2jAtphH3kAHsLnwmmg6LD-jwHYywE35OUyvwytLeAkw6eJvCOWk-nlQRdYl47Ddw6ku1XhJyi0JYjO1HDvLtCfTGmlm,83,56,,"A guy, playing a guy, who’s playing another guy.",,,
3818,oni,oni,False,https://i.imgur.com/mlqt4Fy.jpg,46,1,,,,,
3816,madagrey,mada,False,https://i.imgur.com/0aZlqLo.jpg,78,66,,"moderator @chain runners, collecting terraforms ",,,
3813,batu,Batu,False,https://explorer.farcaster.xyz/avatar.png,55,19,,,,,
3794,colinlieb,Colin Lieb,False,https://i.imgur.com/crmtV9H.jpg,63,58,,Ape. Decentralization Maxi. Moderator. 🇩🇪 & 🇨🇦,,,
3783,ashmcai,Ashley Caines,True,https://lh3.googleusercontent.com/gpsyTqGetpcZdtCsCxsj1VxnxEfDRfBVhRO7B7f9hEboD-wmuFQgBE611JK63_pOM6Cnle_vExvM_XUIo7mVhvh3shA_f3JdE8D2tQ,70,50,,DAO 👸🏾 | Tech Runs DAO  x Decent DAO,,,
3771,odysseas,𓀣 Odysseas.eth 𓀢,False,https://pbs.twimg.com/profile_images/1562860407374618624/coT3OV0L_400x400.jpg,64,12,,"∃ ℣ibes 𝔼ngin𝖊𝖊r ∈ @nomadxyz_ |  𝕊overeign Individual 𓀀 ∧ 𝕊hitposter 𓁀  ∧ Governance Futurism 𓁵  | ex ∈ ⟦ @radicle, @linuxnetdata, @balena_io⟧",,,
3759,pipilu,pipilu,False,https://pbs.twimg.com/profile_images/1567411047132442624/YWrfOzBF_400x400.jpg,77,59,,,,,
3752,0xnimz,0xnimz,False,https://explorer.farcaster.xyz/avatar.png,37,0,,,,,
3744,chris21martin,Marty | @chris21martin,True,https://i.seadn.io/gae/DLBujgLpAUiVj3sZwq9TQl9BATTEBc4o8kxKinta7Xd0okTIXZbsGc_HbzMbErXfkM82NZQ5X-zZ4ebgEH14L4qj_SGM3-zFsQAi?w=500&auto=format,104,20,,"BD/Partnerships at JumpNews.xyz and Sky Club | @chris21martin | web3, marketing, eats last, creative rebel",,,
3742,sherv,Sherv,False,https://i.imgur.com/XPUBL02.jpg,99,84,,Web 3.0 VC | Angel | Mentor/ Advisor | Degen - https://twitter.com/sherv1n_eth/,,,
3730,twali,Twali,False,https://pbs.twimg.com/profile_images/1499482318007902211/cyCucZMT_400x400.png,66,51,,"For the strategic. For the boring. For the revolutionaries. Web3 needs you.

https://linktr.ee/twali",,,
3723,hero,The Hero Shep,False,https://i.imgur.com/1WxmMFf.jpg,107,56,,Be kind & build powerful tools || @nouns ⌐◨-◨ AI Research ,,,
3699,devcarrot,devcarrot,True,https://openseauserdata.com/files/5b9d88f46e4ef389972b2fb28a5994e9.svg,194,210,,Nounder,,,
3696,iandaos,ian @ syndicate,False,https://i.imgur.com/wkrujAI.jpg,430,157,,Building Syndicate.io | https://nf.td/iandaos,,,
3676,amm,Andy,True,https://lh3.googleusercontent.com/OLw61fO1Jbogk3xTc8eyEqVFKBaKm69Qb_y3EO0Ay5jF1Tgf3k3jeJznvCqQdZlDsWWB8dDAIJtydv9KrR41gXRJy54LTpEVTpUp2g,78,53,,Founder of Cosmos (cosmos.so),,,
3635,pranay,Pranay,False,https://explorer.farcaster.xyz/avatar.png,41,5,,,,,
3634,chd,charles,False,https://upload.wikimedia.org/wikipedia/commons/8/89/Portrait_Placeholder.png,41,10,,,,,
3621,horsefacts,horsefacts,True,https://i.seadn.io/gae/cofWnQ1cHF8rVZbVaDbXqNMguJjJKa4zDYkTxFmi1_d2zRU7cI-2Wkp6aL8WIGIWW_6qv1o62kdsYahGnWvVYHFM6z0plsCqU69q3pg?w=500&auto=format,268,474,ChIJOwg_06VPwokRYv534QaPC8g,harm reduction engineering — horsefacts.terminally.online,,,
3606,mm-fc-221016,Test Account,False,https://i.imgur.com/nowqRbD.jpg,19,50,,This is an account for testing purposes.,,,
3600,gambas,Cameron,False,https://i.imgur.com/TS6f122.jpg,66,79,,Engineer,,,
3568,tomlorek,Tom Lorek,False,https://i.imgur.com/P12VflI.jpg,65,50,,Partnerships @Aptos Labs,,,
3565,pseudognar,burner account 🔥🔥🔥,True,https://lh3.googleusercontent.com/Or55I7hXhQxZltgr32YSQcemlTmC-e-wuTontbMf6qEVICPORoMl0jh4MPSpqq91qL2btO33OKky6j5XZXz-XkDwFAaA7OejcPZ6GQ,100,111,,"I build AI products for my friends. ex-and-future-founder. lover of great views and the counterculture. timeless over timely, but best to be both.",,,
3563,philosophygeek,Mark Johnson,True,https://lh3.googleusercontent.com/OlDf3r2bmdh36ZvZk1Nf975Dm6TQd_VREsgGNSbNeyRYF6t-j7758hOY-1zFO8Mzg9JAKZhfLcAEunJhVr2TPgO_wl26WV7iX-S-,54,53,,CTO at Stand Together; former CEO and entrepreneur ,,,
3562,suh,John Suh,False,https://i.imgur.com/tVeMLtJ.jpg,71,89,,Co-Founder of Marble Wallet. Asking questions all the time.,,,
3550,royanger,Roy,True,https://i.seadn.io/gae/0cOqWoYA7xL9CkUjGlxsjreSYBdrUBE0c6EO1COG4XE8UeP-Z30ckqUNiL872zHQHQU5MUNMNhfDpyXIP17hRSC5HQ?w=500&auto=format,45,50,,,,,
3549,ck,Chris Kalani,False,https://i.imgur.com/OvyGDOE.jpg,74,47,,Co-founder at Phantom,,,
3523,cryptowitch,Nicole,True,https://i.seadn.io/gae/26kWVuKMZ3FUjlQSwAma43A2wFnX0SEa8iIb1poS2g1lWczPERQlYZpSQQAGfxd0JY08bpiCFiUu-kqPHnoPNKoQIxyxVW1dSJh58k0?w=500&auto=format,80,73,,Blockchain customer success/marketing stuff - ex-Shopify ,,,
3519,pjm,P.J. Murphy,False,https://pbs.twimg.com/profile_images/1472715862096453637/_8gaNDnx_400x400.jpg,67,65,,Founder @premium. ex-first product hire @ SuperRare,,,
3505,shan,Shan Reddy,True,https://i.seadn.io/gae/COoJnE0Bp4cbEFmJD1M1ndum-1e0RE_uL3-VIcdc7Zljqnxl9qu0z0QkcEUOUiHABYjruy-RnF8ooeE_j1IRgqJPnBE0UJQaavZMSg?w=500&auto=format,58,57,,Stanford senior,,,
3500,cassar,cassar.eth,True,https://i.seadn.io/gcs/files/58692ded063269612c3bdca325efbca7.png?w=500&auto=format,56,2,,"Making it easier to work with DAOs / DACs 💻. I cast barely in touch opinions about tech / life.

CTO at @korisdac 🌎

Be kind to yourself. Be kind to others.",,,
3488,cryptohun3y,Steph,True,https://i.seadn.io/gae/K_THlwy69ohL0r2-_Ixi8T7_VcT5t8Vg5Q5pZP-p6DyFy_whVpf7X1SLhNKv1P3ZVsZsOnn_-NCDZdja8ain9uUUH_iI7cSEpPVY?w=500&auto=format,300,128,,Obsessed with the future of media. Building @seedclub,,,
3463,lovevolv,lovevolv,False,https://i.imgur.com/JgJwICN.jpg,42,7,,wisdom gardener,,,
3458,tatjanalee,Tatjana Lee,False,https://i.imgur.com/md7ImcZ.jpg,102,213,,Artist / Community connector tatjanalee.com,,,
3451,chadgoodman,Chad,True,https://i.seadn.io/gae/8quVuyMs7sR5dMSNMNX_I3V9hLQiVBny9JD5Otijjib2AGfpadKkeoIrQ7H0b7y8CjM3a1_1efYmq1ydYoLFN5SyBB6mh_RB3selmw?w=500&auto=format,44,53,,CEO TELEPORT,,,
3447,anthony,Anthony Sal,True,https://lh3.googleusercontent.com/LcAcEU5MhjJjhunfTy2cCHmG9P1tYkQKCgObyhJj0qXKDQxd-oR2Lm7sM0-v8Ret8d20E8ylPYhkt1qGaowcS9JJRJDwQ6TSgSPBew,92,125,,I like to paint & create digital art anthonysal.eth.co,,,
3446,0x42069,Ameeth,True,https://i.seadn.io/gae/2yP0i1Ja_bQJk_vHf79ab89Sg9MkGOvB6URHVFVd3Yg1xhBFX5a-s1sixJfVRppqUVNxzNOaD9MXYWM026XyL--4weXBfYmvALuHqw?w=500&auto=format,67,106,,Building for a decentralized future at Timeswap https://twitter.com/TimeswapLabs,,,
3444,scrawlzy,Scrawlzy,False,https://i.imgur.com/zvunmPb.jpg,95,70,,UK Digital & Physical Artist with 30 years experience creating conversations from Art & Art from conversations https://linktr.ee/Scrawlzy,,,
3406,boona,Kyle,False,https://i.imgur.com/2cPwRQV.jpg,81,81,,Web3 Podcaster/Storyteller- https://www.boonafide.com,,,
3402,alertcaster,Alertcaster,True,https://i.seadn.io/gae/BEOgsL5eT5s96ZtcSrwPZiWlz7CXwj3Bhb_Y1azGnyEQNq-8heXaWb-TfBOfQVFbs9yIUzsqzj5RSpWdXHj_6ftfFnKom2hJcASU5Q?w=500&auto=format,97,0,,alertcaster.xyz // monitor Farcaster for interesting new content,,,
3392,tk,TK,False,https://i.imgur.com/8ZxXNv9.jpg,52,52,,Building something new. Previously @ Ramp. 🇰🇷,,,
3386,amydigi,Amydigi,True,https://i.seadn.io/gae/GWyRkL6Y6zWCRVc2Ah_i_SFx5YIC7BaIU1uKxBSiPeEg5oMuzM9OlKZd-hMi6wTM1BGFGibpPlGSE5N3Fn5QhjUVghjScygxbtBU?w=500&auto=format,88,134,,I make things with love. ,,,
3382,rnikhilcom,Nikhil R,False,https://pbs.twimg.com/profile_images/1558548041044410368/girG8bqK_400x400.jpg,56,79,,etherscan.io/verifySig/8709,,,
3369,nimbus,Micah White,False,https://i.imgur.com/A0FXfEj.jpg,131,53,,Crypto @ Mark Cuban,,,
3352,odysseustz,George Zhang,False,https://mappalicious.files.wordpress.com/2015/12/odysseus.jpg,54,64,,Butter smooth Web3 onboarding for DApps @UniPassID,,,
3346,haole,Haole,True,https://i.seadn.io/gae/WE73kpe29dXON1VNET74_nzXsm80s8aTxMr_ITJDiby69P1joPM-SzwIdF3-yToKdoqQ09JViL8-llTCmHIbMWp4I764HOoOr6kwyiw?w=500&auto=format,68,104,,"Full Stack Developer, love to build fun stuff!

Right now building bress.xyz - another frontend for mirror.xyz",,,
3319,lyss,Alyssa,True,https://i.seadn.io/gae/W_RHzmCzCgYak6me-7zg5FUMGCdJNxwzkJYQRukL38vyeoLFYJlJKOAAJ9PuXl3U57p8xzMqr6Gp80Y9uk5pof-TbQoF-2YTnuPHYw?w=500&auto=format,43,50,,Product owner,,,
3316,gabby,Gabby T,False,https://i.imgur.com/YGELsYU.jpg,42,53,,@stanford & learning about all things climate & fintech,,,
3314,msevera,Testing Bot,True,https://i.seadn.io/gae/mXvFNpQ4mLMQ1Puh14RHXxU4r8WCXM-QHNoIjnCHOsv5zhCRkgu2c4t8g_VvEoJVSuHBJBhyJGWK1gByPToDA9EKgH8cL-NU_YNs?w=500&auto=format,62,2,,Testing @launch bot,,,
3303,theceosahab,Sunil Panwar,False,https://i.imgur.com/JlPy4My.jpg,50,59,,building Web3 Bharat,,,
3299,ctan,Carolyn,True,https://i.seadn.io/gae/NJcjY8kIwXTvoEfH3rzOITM66OJWZnX12abi-N8VFhLMVirDJnUwO3vi-GR6lLD_yGX91M4mv2b9x-h5PeZDeRSd6FAYipHzW0vZyA?w=500&auto=format,44,50,,Web3 fan! ,,,
3293,onvx,onvx,True,https://i.seadn.io/gae/ikxpeZHnoUCCdasbupL9XRMJwT21zDEQ2frbL9Zop1Er5xK5utUuZ8JLf-F1-7nM0m5MYO5BkHvcVWpwl9reINC8EI1P4uKhZz58Kw?w=500&auto=format,109,81,,Designer ~ Waster ~ Anon,,,
3273,louism,Mr Fring,False,https://i.imgur.com/dBeJym9.jpg,53,58,,Product designer at Lindy Labs. Building Sandclock 💎,,,
3257,nicksainato,nicksainato.btc/eth,True,https://lh3.googleusercontent.com/9qpp5VOHF2HD-KXr1h5kCaMtProYbM07XJnjmToCsnvYfOZvYHEhhKM9CFZ7FHN6nTd9Ym5Ear-fPyGg2L2Jxlql6E2p7yeNiczu,102,69,,"Co-founder, Ops gamma.io | Bitcoin, sushi, and Tesla",,,
3245,dhannum8,Dan Hannum,True,https://openseauserdata.com/files/e48bb0951cc712ac0f7b315cf16d5f71.svg,80,48,,3/20/16. DHannum8.twitter,,,
3239,cmsintern,CMS Intern,False,https://i.imgur.com/eFeRqeF.jpg,90,52,,Investments @cmsholdings || crypto twitter note take and meme maker 🤝,,,
3229,aran,Aran,False,https://i.imgur.com/6Du478y.jpg,43,3,,Concerned technologist against entropy,,,
3219,dinoeggs,DinoEggs 🧱🎬,True,https://lh3.googleusercontent.com/lf7167mDtylsvmQatoSuPAMIpazus_aVpGlVDuR5S1uniVhDwD07kdOQwZ_oWxJFX8cJTLI2vZHYITZ98xqW0Lw52OcRi4NTzDC6,176,700,,Co-founder @ Modular Media |  Researching the modular blockchain ecosystem | modularmedia.substack.com,,,
3197,elias,Elias,True,https://i.seadn.io/gae/eZicvytR2IPuPzgnrhyBD1cgDvFuHfHI6TA4aKE95YOFowsr_KdANGyLYkFyEs7cjhiFaJ3M3ux56ArWw-t-PXTvwC7auR9VpBUIHA?w=500&auto=format,122,104,,designer @trycatalog ✷ flexbox.eth ✷ top 8 — gallery.so/uhhlias,,,
3188,quasimatt,quasimatt,False,https://i.imgur.com/9lJbhPV.jpg,692,5668,,idk i just follow everyone. i’m real on quasimatt.twitter. brooklyn📍,,,
3187,jamil,jamil.btc/eth,True,https://lh3.googleusercontent.com/dLKtac6WYsxfNaZZnDb1dnpqrX6S2mc2pSRntGr-kQriaftSRQckPgon8tn30x9n847LPVWHWg4Cemw9TJGSy-gT670eTVNg8NcQFA,178,169,,"Founder, gamma.io • AI/ML @ Stanford, ex-Apple",,,
3184,teara,teara,True,https://i.seadn.io/gae/0sUHkwv0I0nfjS6tJqgSNlCSAy3NUPFvm6SBRGIjYS1OQWujO8ocI5wT_jvsnr8f-42dMGbkytFz1lem5FEpuUhdKQPKDBCXtvfk7A?w=500&auto=format,74,34,,normal girl fr ~ omakasea.com,,,
3176,avlok,Avlok,False,https://i.imgur.com/l95r3tK.jpg,39,50,,,,,
3175,fakepixels,tina he,True,https://lh3.googleusercontent.com/tz8MPhA_k1h1w0TnQbS6XSYYtaByGx-SYnunX-ABPmo0Bf_UcJzHBD2dChZiuhgHSsREgV4qZUL4iB6TD4Uut6RoD9B87-mX7Xltn_k,111,66,,rails@station labs :: hiring at station.express/careers,,,
3170,artt,art,False,https://i.imgur.com/GKZuxyZ.jpg,59,86,,Latam builder searching for the next adventure,,,
3153,kami14,KAMI,False,https://i.imgur.com/P3pOygp.jpg,52,30,,Gamer Blockchain curious ,,,
3139,tihom,tihom,False,https://i.imgur.com/6iHc8dK.jpg,47,38,,,,,
3137,robbyrich,Rob,True,https://lh3.googleusercontent.com/NrCasF6vNivWYZFlx-Q3bhW1e4JuMhI32IF5olD_9FbhEnn4gy2BVt8-NWYmCffKePv_6DUcylzXHNBKnVVpEJx72pS2vcrSz9dvGg,48,52,,NFTs @ Whatnot,,,
3123,pet3rpan,pet3rpan,False,https://pbs.twimg.com/profile_images/1494073681483825152/gbNUiUsI_400x400.jpg,213,95,,"partner @ 1kx, summoner of metacartel",,,
3122,rebeccadai,Rebecca,False,https://i.imgur.com/WqmiydZ.jpg,42,51,,,,,
3116,artfuldodger,Johnny Chin 🍊,True,https://lh3.googleusercontent.com/kJnFW3EvgEU4xro_FWYiKYUlbgpwuc-BH0iqeBtP2V7pEcqWNy9B5ykeG0Z0OQSN4q4WD9tLba1u7U583TlSeSFTQupRwvvtsq3b,123,142,,"Co-founder of @origami, Ecosystems team at @orangedao",,,
3113,samudai,Samudai,False,https://pbs.twimg.com/profile_images/1534299655768776705/7lTJhrnx_400x400.jpg,41,3,,Uniting the DAOverse,,,
3110,ko,0x,True,https://lh3.googleusercontent.com/HNc9_Tgb0Dgr_fIDmYcUFWffHb3zVkUIJ6OAJ8qCkzsxEptUBXi2W-29mWiZMb39TenUnd7bgBHnBHnkpk9-CFUA36c_jPY121mOmg,379,2045,,defi since yfi days//analyst @ fund,,,
3105,kjetil,Kjetil Holmefjord,False,https://pbs.twimg.com/profile_images/1564966472325234688/bHoLJ3jU_400x400.jpg,42,3,,general partner sondo capital,,,
3100,xmtp,XMTP,False,https://i.imgur.com/Gpmggoa.jpg,106,140,,xmtp.org — The open protocol and network for secure web3 messaging.,,,
3084,denmark,DenMark,False,https://i.imgur.com/moVnTX7.jpg,54,61,,,,,
3075,bunches,Bunches,True,https://lh3.googleusercontent.com/iZ3HTP8w2VFCGbXxp4Fpv8mDz8DbqMrli4-dU0vuRslFmMVSpr1pA3p8vu2kNUGbLPIOyuZQr3cunewwBh7dA6Z-cpDW6bCJ-IKTpA,105,53,,web3’s Messenger,,,
3062,ap,ayush,True,https://lh3.googleusercontent.com/4kVdpcAgA4DyMxM5HaX64B7NFjEtPIYEPc0xgCWNjVSZ13b1DliljvjdCLnOSwfT2XQdzhcybTDnHB6eDbQ1xDLc0QXVXlBGVz3eFA,49,14,,co-founder execute.dev / more at ayush.sh / ayshptk.twitter,,,
3057,number,danirayan.eth,False,https://i.imgur.com/ZL9G8y0.jpg,132,232,,"BUIDL when there’s blood in the streets. Ex - VP @Redpoint backed startup. CEO AwareStack. Engineering @NIO, @RiotGames, @Cloudera, @Cisco. @gatech alumni.",,,
3050,kiki,Kiki,False,https://i.imgur.com/nO9SgLA.jpg,155,214,,#1 @daylight Scout and Founder of everything Kiki,,,
3048,rasel,Rasel,False,https://i.imgur.com/7y6eqcM.jpg,54,93,,Web3 Surfer,,,
3040,wilsonwei,Wilson,True,https://lh3.googleusercontent.com/s3HMMd0SuhnWiv_n_TB9YRC5-kdyZrhC7Im791Kdenc0AFZiQSGBxPZ1O33wPQ6ksJojhcdB6WGPNPeVfn1e-0h6x_LOkrjB-l_7,49,3,,Co-Founder of CyberConnect,,,
3035,0xsettler,0xSettler,True,https://i.seadn.io/gae/MevvoWK3QlfQgiUoXvl1zB_1B1YCrC3rZB86WnApkpvIRteztt3kaO3agXqCmmUjdVxeEo0CPTw9xKAq8CsEbSS77RGL9Ofqk7gb?w=500&auto=format,61,149,,midwit,,,
3027,sterling,sterlingb.eth,True,https://i.seadn.io/gae/g9ScDau8TDWjPSoXXWa63Q56Yhs2tXJ_DGS0nS3ZutkLJIKSJLJu3TLRwHY-Et2uFD4NVSEprnBtuFa4o9KnFKah7fCCc8RQGxoNwxU?w=500&auto=format,387,202,ChIJLwPMoJm1RIYRetVp1EtGm10,"Building https://stickies.xyz, irreverent stickers and gifs for your jpegs. 

Former operator at Snap. LA based 🌴🏖️
  
0x_sterling.twitter
 
T.me/sterlingba ",,,
3017,rafi,rafael gutkowski,False,https://i.imgur.com/MkJVbLC.jpg,146,340,,beyond against libred.org,,,
3010,erin,Erin Magennis,False,https://www.erinmagennis.com/wp-content/uploads/2022/01/headshot-erin-1152x1536.jpg,141,98,ChIJEyolkscZQjERh2RDRKDjFPw,DeSci • Future of Work • KB3,,,
3005,lotusleaf,𝔩𝔬𝔱𝔲𝔰 𝔩𝔢�,True,https://lh3.googleusercontent.com/_0JX6v0tEBsBMEVBYmTigH5qlcP8XdbrzqDw_3MQ7V1RGezuwljAfJha3bfCM9AJSDPvm-X0djmkz6Zo6Ip3HJBGcrDSX0WAF4hn,108,28,,"Founder at Openness, Web3 Comms, Angel",,,
2995,jacksondahl,follow @jackson instead,False,https://lh3.googleusercontent.com/AXwME-UV1i79N-EjIWrCW8Z5rvRM_TBEj3klyz8lCqN1-tZZffho0PvwidBYUgdHJ59QCn1Btn8LdE644PdWbVaG_gVntlg41AFs8g,83,50,,@jackson,,,
2986,adityasher,Aditya Sher,False,https://pbs.twimg.com/profile_images/1533133549435428866/hfk_1PD8_400x400.jpg,48,84,,,,,
2985,alexgedevani,Alex,False,https://explorer.farcaster.xyz/avatar.png,38,0,,,,,
2983,ms,Matthew Slipper,False,https://i.imgur.com/zuFURWV.jpg,47,58,,Building Optimism,,,
